GameDate,HomeTeam,AwayTeam,HomeScore,AwayScore
11/24/2025,Texas,Arizona State,86.0,87.0
01/24/2026,Texas,Georgia,87.0,67.0
12/03/2025,Texas,Virginia,69.0,88.0
02/07/2026,Texas,Ole Miss,79.0,68.0
12/22/2025,Texas,Maryland-Eastern Shore,94.0,71.0
01/17/2026,Texas,Texas A&M,70.0,74.0
01/14/2026,Texas,Vanderbilt,80.0,64.0
01/03/2026,Texas,Mississippi St.,98.0,101.0
01/27/2026,Texas Southern,Alabama State,96.0,64.0
01/24/2026,Texas Southern,Alabama A&M,89.0,74.0
12/06/2025,Texas Southern,Sam Houston State,70.0,82.0
12/30/2025,Texas Southern,-2146826246,80.0,56.0
11/12/2025,Texas Southern,Samford,90.0,93.0
12/22/2025,Texas Southern,Abilene Christian,68.0,75.0
01/12/2026,Texas Southern,Mississippi Valley State,84.0,51.0
01/10/2026,Texas Southern,Arkansas-Pine Bluff,66.0,74.0
11/26/2025,Texas Southern,-2146826246,102.0,44.0
12/10/2025,Texas State,Southern,86.0,83.0
11/21/2025,Texas State,Little Rock,65.0,56.0
01/31/2026,Texas State,Old Dominion,81.0,64.0
01/17/2026,Texas State,Southern Miss,74.0,67.0
12/20/2025,Texas State,South Alabama,67.0,65.0
01/14/2026,Texas State,Louisiana,59.0,54.0
11/15/2025,Texas State,Texas Southern,77.0,67.0
11/24/2025,Texas State,-2146826246,93.0,41.0
11/29/2025,Texas State,Lehigh,74.0,78.0
02/07/2026,Texas State,Western Michigan,77.0,61.0
11/05/2025,Texas State,-2146826246,114.0,55.0
12/17/2025,Texas State,Arkansas State,70.0,89.0
11/18/2025,Texas State,Abilene Christian,63.0,49.0
11/12/2025,Texas State,UTSA,80.0,69.0
01/28/2026,Texas State,Marshall,72.0,68.0
11/20/2025,Texas Tech,Wake Forest,84.0,83.0
02/02/2026,Texas Tech,Kansas,61.0,64.0
11/26/2025,Texas Tech,New Orleans,82.0,50.0
12/07/2025,Texas Tech,LSU,82.0,58.0
11/07/2025,Texas Tech,Sam Houston State,98.0,77.0
11/14/2025,Texas Tech,Milwaukee,80.0,63.0
11/30/2025,Texas Tech,Wyoming,76.0,72.0
12/16/2025,Texas Tech,Northern Colorado,101.0,90.0
01/03/2026,Texas Tech,Oklahoma State,102.0,80.0
11/04/2025,Texas Tech,Lindenwood,98.0,60.0
12/28/2025,Texas Tech,Winthrop,87.0,57.0
01/14/2026,Texas Tech,Utah,88.0,74.0
01/24/2026,Texas Tech,Houston,90.0,86.0
01/17/2026,Texas Tech,BYU,84.0,71.0
12/30/2025,The Citadel,East Tennessee State,49.0,74.0
01/29/2026,The Citadel,VMI,80.0,56.0
11/10/2025,The Citadel,Charleston Southern,86.0,96.0
11/24/2025,The Citadel,Bellarmine,58.0,70.0
11/30/2025,The Citadel,Presbyterian,41.0,69.0
11/19/2025,The Citadel,-2146826246,70.0,57.0
12/09/2025,The Citadel,-2146826246,98.0,73.0
01/10/2026,The Citadel,Western Carolina,79.0,77.0
01/21/2026,The Citadel,Furman,77.0,75.0
01/03/2026,The Citadel,Wofford,86.0,95.0
11/26/2025,The Citadel,Houston Christian,65.0,72.0
01/31/2026,The Citadel,UNC Greensboro,71.0,66.0
11/03/2025,The Citadel,-2146826246,105.0,61.0
11/15/2025,Toledo,Detroit-Mercy,90.0,83.0
01/09/2026,Toledo,Miami (OH),73.0,87.0
12/30/2025,Toledo,Western Michigan,84.0,79.0
01/13/2026,Toledo,Ohio,101.0,85.0
11/19/2025,Toledo,Youngstown State,92.0,75.0
01/24/2026,Toledo,Bowling Green,73.0,72.0
02/03/2026,Toledo,Kent State,72.0,75.0
12/20/2025,Toledo,-2146826246,100.0,67.0
12/01/2025,Toledo,-2146826246,102.0,58.0
11/08/2025,Toledo,Marshall,73.0,85.0
11/26/2025,Toledo,Belmont,72.0,87.0
11/03/2025,Toledo,South Alabama,74.0,76.0
01/31/2026,Toledo,Ball State,73.0,55.0
01/29/2026,Towson,UNC Wilmington,73.0,82.0
11/11/2025,Towson,-2146826246,101.0,62.0
01/08/2026,Towson,Hofstra,67.0,78.0
01/31/2026,Towson,Hampton,82.0,50.0
01/15/2026,Towson,Charleston,61.0,52.0
01/19/2026,Towson,Drexel,59.0,58.0
11/14/2025,Towson,Norfolk State,51.0,41.0
01/03/2026,Towson,Monmouth,48.0,62.0
11/24/2025,Towson,Rhode Island,62.0,55.0
12/03/2025,Towson,Cornell,93.0,80.0
12/22/2025,Towson,Sacred Heart,72.0,47.0
12/19/2025,Towson,-2146826246,107.0,60.0
01/03/2026,Troy,South Alabama,59.0,49.0
01/17/2026,Troy,Arkansas State,99.0,74.0
12/01/2025,Troy,West Georgia,89.0,93.0
11/11/2025,Troy,-2146826246,121.0,56.0
01/14/2026,Troy,Southern Miss,91.0,65.0
12/06/2025,Troy,-2146826246,101.0,47.0
11/24/2025,Troy,Toledo,68.0,75.0
11/26/2025,Troy,St. Francis (PA),74.0,64.0
12/20/2025,Troy,Marshall,70.0,63.0
01/31/2026,Troy,Appalachian State,44.0,66.0
12/31/2025,Troy,Texas State,100.0,80.0
01/29/2026,Troy,James Madison,64.0,73.0
02/07/2026,Troy,Akron,79.0,69.0
11/14/2025,Tulane,New Orleans,63.0,85.0
11/21/2025,Tulane,Utah State,75.0,96.0
11/28/2025,Tulane,Nicholls State,82.0,72.0
12/06/2025,Tulane,Akron,71.0,88.0
02/08/2026,Tulane,Wichita State,0.0,0.0
12/10/2025,Tulane,-2146826246,84.0,72.0
11/03/2025,Tulane,Samford,85.0,72.0
01/14/2026,Tulane,UAB,69.0,82.0
12/20/2025,Tulane,Portland State,63.0,61.0
01/18/2026,Tulane,North Texas,63.0,71.0
12/17/2025,Tulane,Louisiana Tech,61.0,53.0
11/08/2025,Tulane,Texas State,79.0,71.0
01/28/2026,Tulane,South Florida,83.0,97.0
01/04/2026,Tulane,Florida Atlantic,69.0,66.0
12/02/2025,Tulane,Grambling State,65.0,63.0
12/10/2025,Tulsa,Arkansas-Pine Bluff,117.0,84.0
12/22/2025,Tulsa,Denver,90.0,85.0
11/26/2025,Tulsa,Northern Iowa,63.0,60.0
01/28/2026,Tulsa,North Texas,82.0,66.0
02/01/2026,Tulsa,Wichita State,93.0,83.0
01/21/2026,Tulsa,Memphis,83.0,66.0
12/31/2025,Tulsa,Rice,97.0,48.0
11/21/2025,Tulsa,Austin Peay,84.0,75.0
12/06/2025,Tulsa,Missouri State,98.0,74.0
11/03/2025,Tulsa,-2146826246,100.0,57.0
01/10/2026,Tulsa,South Florida,78.0,93.0
12/02/2025,Tulsa,-2146826246,111.0,60.0
11/21/2025,UAB,South Alabama,80.0,72.0
11/17/2025,UAB,-2146826246,112.0,56.0
12/14/2025,UAB,Troy,85.0,86.0
12/31/2025,UAB,Wichita State,70.0,75.0
01/18/2026,UAB,Tulsa,77.0,99.0
11/11/2025,UAB,Alabama State,74.0,77.0
11/03/2025,UAB,Mississippi Valley State,106.0,55.0
11/14/2025,UAB,High Point,91.0,74.0
02/08/2026,UAB,Rice,0.0,0.0
12/17/2025,UAB,Cleveland State,101.0,77.0
02/05/2026,UAB,Memphis,80.0,90.0
11/25/2025,UAB,UTEP,75.0,59.0
01/07/2026,UAB,Florida Atlantic,71.0,76.0
01/22/2026,UAB,South Florida,69.0,82.0
12/21/2025,UAB,UNC Asheville,72.0,47.0
01/15/2026,Albany,Binghamton,69.0,53.0
11/28/2025,Albany,Colgate,67.0,69.0
02/07/2026,Albany,UMass Lowell,79.0,89.0
11/11/2025,Albany,-2146826246,115.0,52.0
01/19/2026,Albany,Vermont,75.0,68.0
12/21/2025,Albany,Cornell,75.0,83.0
01/31/2026,Albany,UMBC,65.0,68.0
11/30/2025,Albany,-2146826246,90.0,62.0
01/29/2026,Albany,NJIT,68.0,77.0
11/18/2025,Albany,-2146826246,106.0,57.0
01/10/2026,Albany,Bryant,71.0,46.0
01/22/2026,UC Davis,UC San Diego,74.0,80.0
01/01/2026,UC Davis,Cal State Northridge,89.0,80.0
11/03/2025,UC Davis,-2146826246,96.0,69.0
12/28/2025,UC Davis,-2146826246,108.0,52.0
01/24/2026,UC Davis,UC Riverside,74.0,66.0
01/17/2026,UC Davis,UC Irvine,75.0,72.0
11/24/2025,UC Davis,Louisiana,77.0,56.0
12/17/2025,UC Davis,Seattle,78.0,79.0
11/05/2025,UC Davis,North Dakota State,80.0,68.0
01/03/2026,UC Davis,Cal State Bakersfield,79.0,81.0
02/07/2026,UC Davis,Cal Poly,67.0,58.0
01/15/2026,UC Davis,Cal State Fullerton,74.0,69.0
11/14/2025,UC Davis,Sacramento State,77.0,73.0
02/05/2026,UC Davis,UC Santa Barbara,85.0,75.0
11/26/2025,UC Irvine,South Dakota State,64.0,52.0
11/15/2025,UC Irvine,Weber State,79.0,70.0
12/19/2025,UC Irvine,Belmont,58.0,84.0
11/25/2025,UC Irvine,New Mexico State,45.0,57.0
11/22/2025,UC Irvine,Northern Iowa,69.0,70.0
02/05/2026,UC Irvine,Cal State Bakersfield,78.0,62.0
12/06/2025,UC Irvine,Cal State Northridge,85.0,71.0
11/03/2025,UC Irvine,-2146826246,125.0,49.0
11/10/2025,UC Irvine,-2146826246,130.0,63.0
11/07/2025,UC Irvine,California Baptist,61.0,69.0
01/29/2026,UC Irvine,Hawaii,87.0,76.0
12/04/2025,UC Irvine,UC Riverside,73.0,60.0
01/08/2026,UC Irvine,Long Beach State,74.0,64.0
01/31/2026,UC Riverside,Cal Poly,87.0,94.0
01/22/2026,UC Riverside,UC Irvine,66.0,80.0
01/01/2026,UC Riverside,Hawaii,45.0,88.0
01/29/2026,UC Riverside,Long Beach State,71.0,61.0
11/15/2025,UC Riverside,North Dakota,74.0,76.0
12/16/2025,UC Riverside,-2146826246,95.0,70.0
11/03/2025,UC Riverside,-2146826246,90.0,49.0
01/10/2026,UC Riverside,UC San Diego,66.0,69.0
01/17/2026,UC Riverside,Cal State Fullerton,81.0,72.0
11/24/2025,UC Riverside,Grambling State,83.0,74.0
11/08/2025,UC San Diego,Houston Christian,78.0,60.0
11/03/2025,UC San Diego,-2146826246,105.0,73.0
11/24/2025,UC San Diego,Temple,91.0,76.0
12/13/2025,UC San Diego,Tulane,93.0,67.0
01/24/2026,UC San Diego,UC Irvine,59.0,61.0
12/19/2025,UC San Diego,San Diego,80.0,82.0
01/03/2026,UC San Diego,Hawaii,83.0,73.0
11/26/2025,UC San Diego,Towson,87.0,73.0
01/08/2026,UC San Diego,Cal State Fullerton,71.0,88.0
02/05/2026,UC San Diego,Long Beach State,77.0,74.0
01/15/2026,UC San Diego,Cal State Northridge,79.0,84.0
01/29/2026,UC San Diego,UC Santa Barbara,48.0,62.0
11/15/2025,UC San Diego,Idaho,75.0,67.0
12/28/2025,UC San Diego,-2146826246,85.0,62.0
01/17/2026,UC Santa Barbara,Hawaii,77.0,62.0
01/22/2026,UC Santa Barbara,Cal Poly,107.0,67.0
11/24/2025,UC Santa Barbara,-2146826246,84.0,49.0
11/04/2025,UC Santa Barbara,-2146826246,98.0,67.0
12/06/2025,UC Santa Barbara,Cal State Bakersfield,109.0,84.0
01/08/2026,UC Santa Barbara,UC Davis,86.0,93.0
12/04/2025,UC Santa Barbara,Long Beach State,84.0,77.0
02/07/2026,UC Santa Barbara,UC Irvine,84.0,79.0
01/31/2026,UC Santa Barbara,Cal State Fullerton,83.0,69.0
12/22/2025,UC Santa Barbara,Portland,79.0,61.0
11/17/2025,UC Santa Barbara,Loyola Marymount,74.0,78.0
11/29/2025,UC Santa Barbara,Seattle,74.0,71.0
11/08/2025,UC Santa Barbara,San Jose State,85.0,74.0
12/23/2025,UCF,Florida Atlantic,85.0,80.0
01/27/2026,UCF,Arizona State,79.0,76.0
01/17/2026,UCF,Arizona,77.0,84.0
01/31/2026,UCF,Texas Tech,88.0,80.0
11/29/2025,UCF,VMI,82.0,57.0
01/11/2026,UCF,Cincinnati,73.0,72.0
11/20/2025,UCF,Pittsburgh,77.0,67.0
12/17/2025,UCF,Mercer,81.0,63.0
11/25/2025,UCF,Quinnipiac,102.0,91.0
11/03/2025,UCF,Hofstra,82.0,78.0
11/08/2025,UCF,Vanderbilt,93.0,105.0
11/11/2025,UCF,Florida A&M,97.0,60.0
11/17/2025,UCF,Oakland,87.0,83.0
12/20/2025,UCF,Florida Gulf Coast,102.0,80.0
01/03/2026,UCF,Kansas,81.0,75.0
12/07/2025,UCF,Towson,86.0,61.0
11/18/2025,UCLA,Sacramento State,79.0,48.0
11/14/2025,UCLA,Arizona,65.0,69.0
11/07/2025,UCLA,Pepperdine,74.0,63.0
12/17/2025,UCLA,Arizona State,90.0,77.0
12/19/2025,UCLA,Cal Poly,108.0,87.0
11/03/2025,UCLA,Eastern Washington,80.0,74.0
12/23/2025,UCLA,UC Riverside,97.0,65.0
11/21/2025,UCLA,Presbyterian,86.0,46.0
02/07/2026,UCLA,Washington,77.0,73.0
12/06/2025,UCLA,Oregon,74.0,63.0
11/10/2025,UCLA,West Georgia,83.0,62.0
02/03/2026,UCLA,Rutgers,98.0,66.0
01/31/2026,UCLA,Indiana,97.0,98.0
01/24/2026,UCLA,Northwestern,71.0,64.0
01/20/2026,UCLA,Purdue,69.0,67.0
01/10/2026,UCLA,Maryland,67.0,55.0
11/10/2025,UConn,Columbia,89.0,62.0
11/03/2025,UConn,New Haven,79.0,55.0
02/03/2026,UConn,Xavier,92.0,60.0
01/27/2026,UConn,Providence,87.0,81.0
01/24/2026,UConn,Villanova,75.0,67.0
12/09/2025,UConn,Florida,77.0,73.0
11/28/2025,UConn,Illinois,74.0,61.0
12/05/2025,UConn,East Texas A&M,83.0,59.0
11/07/2025,UConn,UMass Lowell,110.0,47.0
01/10/2026,UConn,DePaul,72.0,60.0
11/19/2025,UConn,Arizona,67.0,71.0
12/12/2025,UConn,Texas,71.0,63.0
11/23/2025,UConn,Bryant,72.0,49.0
11/15/2025,UConn,BYU,86.0,84.0
01/04/2026,UConn,Marquette,73.0,57.0
12/16/2025,UConn,Butler,79.0,60.0
11/22/2025,Illinois-Chicago,Southern Indiana,84.0,73.0
11/11/2025,Illinois-Chicago,-2146826246,98.0,55.0
12/29/2025,Illinois-Chicago,-2146826246,102.0,64.0
11/03/2025,Illinois-Chicago,Detroit-Mercy,91.0,71.0
11/20/2025,Illinois-Chicago,High Point,80.0,90.0
02/06/2026,Illinois-Chicago,Belmont,62.0,68.0
01/17/2026,Illinois-Chicago,Drake,74.0,67.0
01/27/2026,Illinois-Chicago,Indiana State,76.0,74.0
01/07/2026,Illinois-Chicago,Southern Illinois,70.0,57.0
01/01/2026,Illinois-Chicago,Murray State,77.0,81.0
12/17/2025,Illinois-Chicago,Northern Iowa,54.0,60.0
01/20/2026,Illinois-Chicago,Evansville,76.0,49.0
12/03/2025,Illinois-Chicago,Arkansas-Pine Bluff,62.0,63.0
02/01/2026,Louisiana-Monroe,Coastal Carolina,79.0,83.0
12/17/2025,Louisiana-Monroe,South Alabama,92.0,96.0
12/20/2025,Louisiana-Monroe,Louisiana,62.0,76.0
01/17/2026,Louisiana-Monroe,Georgia State,57.0,77.0
01/01/2026,Louisiana-Monroe,Southern Miss,73.0,87.0
01/03/2026,Louisiana-Monroe,Texas State,79.0,84.0
11/10/2025,Louisiana-Monroe,-2146826246,88.0,55.0
12/03/2025,Louisiana-Monroe,Mississippi Valley State,66.0,52.0
12/09/2025,Louisiana-Monroe,-2146826246,79.0,69.0
01/29/2026,Louisiana-Monroe,Georgia Southern,0.0,0.0
11/22/2025,Louisiana-Monroe,Morehead State,80.0,83.0
01/30/2026,Louisiana-Monroe,Georgia Southern,76.0,79.0
11/17/2025,Louisiana-Monroe,Lamar,66.0,79.0
02/07/2026,Louisiana-Monroe,Ball State,68.0,73.0
12/09/2025,UMBC,Buffalo,79.0,83.0
02/05/2026,UMBC,Binghamton,79.0,62.0
12/12/2025,UMBC,Army,60.0,63.0
11/29/2025,UMBC,Delaware State,71.0,57.0
01/24/2026,UMBC,UMass Lowell,79.0,56.0
11/24/2025,UMBC,-2146826246,102.0,52.0
01/10/2026,UMBC,New Hampshire,75.0,74.0
01/08/2026,UMBC,Maine,69.0,62.0
11/16/2025,UMBC,Wagner,71.0,70.0
11/04/2025,UMBC,Penn State,74.0,53.0
01/22/2026,UMBC,NJIT,87.0,74.0
12/10/2025,UMass Lowell,-2146826246,122.0,73.0
01/31/2026,UMass Lowell,Maine,91.0,77.0
11/03/2025,UMass Lowell,-2146826246,107.0,55.0
01/03/2026,UMass Lowell,Albany,83.0,71.0
11/10/2025,UMass Lowell,New Haven,67.0,73.0
01/15/2026,UMass Lowell,NJIT,64.0,73.0
11/29/2025,UMass Lowell,-2146826246,90.0,67.0
12/16/2025,UMass Lowell,Sacred Heart,87.0,82.0
01/22/2026,UMass Lowell,Vermont,68.0,77.0
11/30/2025,UNC Asheville,Appalachian State,67.0,55.0
12/13/2025,UNC Asheville,St. Thomas,59.0,80.0
02/04/2026,UNC Asheville,USC Upstate,76.0,67.0
12/10/2025,UNC Asheville,Miami (OH),87.0,90.0
12/16/2025,UNC Asheville,-2146826246,83.0,73.0
12/18/2025,UNC Asheville,-2146826246,89.0,56.0
11/13/2025,UNC Asheville,-2146826246,92.0,54.0
12/31/2025,UNC Asheville,High Point,69.0,87.0
12/02/2025,UNC Asheville,UNC Greensboro,82.0,77.0
11/25/2025,UNC Asheville,Tennessee State,73.0,75.0
01/07/2026,UNC Asheville,Longwood,72.0,61.0
01/17/2026,UNC Asheville,Winthrop,67.0,69.0
01/29/2026,UNC Asheville,Gardner-Webb,69.0,50.0
11/11/2025,UNC Asheville,Lipscomb,69.0,64.0
11/26/2025,UNC Greensboro,Miami (OH),71.0,82.0
12/12/2025,UNC Greensboro,-2146826246,90.0,62.0
01/15/2026,UNC Greensboro,The Citadel,69.0,66.0
01/23/2026,UNC Greensboro,Furman,66.0,89.0
02/04/2026,UNC Greensboro,Western Carolina,81.0,78.0
11/23/2025,UNC Greensboro,Youngstown State,68.0,62.0
11/15/2025,UNC Greensboro,Austin Peay,63.0,69.0
12/16/2025,UNC Greensboro,North Carolina A&T,65.0,71.0
01/17/2026,UNC Greensboro,Mercer,92.0,102.0
11/08/2025,UNC Greensboro,Elon,90.0,92.0
12/21/2025,UNC Greensboro,-2146826246,131.0,53.0
01/01/2026,UNC Greensboro,Chattanooga,77.0,72.0
01/03/2026,UNC Greensboro,Samford,89.0,82.0
01/17/2026,UNC Wilmington,Campbell,78.0,75.0
01/03/2026,UNC Wilmington,Hampton,49.0,45.0
12/31/2025,UNC Wilmington,Drexel,65.0,53.0
11/18/2025,UNC Wilmington,East Carolina,85.0,60.0
12/20/2025,UNC Wilmington,Howard,66.0,67.0
02/05/2026,UNC Wilmington,William & Mary,78.0,85.0
12/03/2025,UNC Wilmington,Marshall,70.0,69.0
12/27/2025,UNC Wilmington,-2146826246,100.0,56.0
11/29/2025,UNC Wilmington,Gardner-Webb,88.0,62.0
11/15/2025,UNC Wilmington,USC Upstate,73.0,60.0
11/26/2025,UNC Wilmington,Southeastern Louisiana,70.0,57.0
11/03/2025,UNC Wilmington,-2146826246,106.0,77.0
11/28/2025,UNC Wilmington,Navy,87.0,57.0
02/07/2026,UNLV,Grand Canyon,80.0,78.0
01/24/2026,UNLV,San Diego State,71.0,82.0
11/20/2025,UNLV,Saint Joseph's,99.0,85.0
01/27/2026,UNLV,New Mexico,61.0,89.0
12/13/2025,UNLV,Tennessee State,60.0,63.0
11/11/2025,UNLV,Montana,93.0,102.0
11/08/2025,UNLV,Chattanooga,101.0,69.0
11/04/2025,UNLV,Tennessee-Martin,81.0,86.0
01/13/2026,UNLV,Boise State,89.0,85.0
12/29/2025,UNLV,-2146826246,89.0,47.0
12/20/2025,UNLV,Fresno State,84.0,72.0
01/03/2026,UNLV,Air Force,67.0,39.0
02/03/2026,USC,Indiana,81.0,75.0
11/25/2025,USC,Seton Hall,83.0,81.0
12/06/2025,USC,Washington,76.0,84.0
12/21/2025,USC,-2146826246,102.0,63.0
12/17/2025,USC,UTSA,97.0,70.0
11/20/2025,USC,Troy,107.0,106.0
01/17/2026,USC,Purdue,64.0,69.0
11/14/2025,USC,Illinois State,87.0,67.0
12/14/2025,USC,Washington State,68.0,61.0
11/03/2025,USC,Cal Poly,94.0,64.0
01/31/2026,USC,Rutgers,78.0,75.0
11/09/2025,USC,Manhattan,114.0,83.0
01/13/2026,USC,Maryland,88.0,71.0
01/21/2026,USC,Northwestern,68.0,74.0
12/29/2025,Texas-Arlington,Tarleton State,63.0,69.0
11/03/2025,Texas-Arlington,-2146826246,91.0,40.0
11/10/2025,Texas-Arlington,-2146826246,117.0,61.0
01/21/2026,Texas-Arlington,Tarleton State,71.0,64.0
01/01/2026,Texas-Arlington,California Baptist,63.0,51.0
11/29/2025,Texas-Arlington,Stephen F. Austin,66.0,61.0
11/15/2025,Texas-Arlington,Missouri State,67.0,49.0
01/31/2026,Texas-Arlington,California Baptist,77.0,87.0
01/29/2026,Texas-Arlington,Southern Utah,80.0,61.0
01/10/2026,Texas-Arlington,Abilene Christian,82.0,72.0
11/21/2025,Texas-Arlington,Campbell,67.0,71.0
01/17/2026,Tennessee-Martin,Lindenwood,69.0,55.0
01/01/2026,Tennessee-Martin,Western Illinois,67.0,60.0
11/09/2025,Tennessee-Martin,-2146826246,97.0,42.0
12/14/2025,Tennessee-Martin,-2146826246,96.0,52.0
12/02/2025,Tennessee-Martin,Charleston Southern,73.0,56.0
02/07/2026,Tennessee-Martin,Morehead State,55.0,61.0
11/25/2025,Tennessee-Martin,-2146826246,75.0,50.0
12/07/2025,Tennessee-Martin,Alabama State,74.0,64.0
01/03/2026,Tennessee-Martin,Eastern Illinois,65.0,61.0
02/05/2026,Tennessee-Martin,Southern Indiana,76.0,54.0
02/03/2026,Tennessee-Martin,Little Rock,55.0,52.0
01/15/2026,Tennessee-Martin,SIU-Edwardsville,65.0,59.0
12/20/2025,UT Rio Grande Valley,-2146826246,109.0,51.0
12/31/2025,UT Rio Grande Valley,Nicholls State,69.0,71.0
12/11/2025,UT Rio Grande Valley,Texas-Arlington,50.0,58.0
12/07/2025,UT Rio Grande Valley,Austin Peay,63.0,50.0
12/29/2025,UT Rio Grande Valley,New Orleans,69.0,85.0
01/17/2026,UT Rio Grande Valley,McNeese,79.0,76.0
02/02/2026,UT Rio Grande Valley,Houston Christian,74.0,57.0
01/05/2026,UT Rio Grande Valley,Incarnate Word,80.0,67.0
01/03/2026,UT Rio Grande Valley,Texas A&M-CC,59.0,63.0
01/19/2026,UT Rio Grande Valley,Southeastern Louisiana,68.0,65.0
11/17/2025,UT Rio Grande Valley,-2146826246,110.0,53.0
11/24/2025,UTEP,William & Mary,63.0,74.0
11/03/2025,UTEP,-2146826246,98.0,56.0
01/10/2026,UTEP,Western Kentucky,56.0,68.0
01/22/2026,UTEP,Florida International,83.0,77.0
01/28/2026,UTEP,Louisiana Tech,59.0,69.0
01/24/2026,UTEP,Missouri State,57.0,62.0
11/07/2025,UTEP,-2146826246,107.0,70.0
01/31/2026,UTEP,Delaware,70.0,55.0
11/11/2025,UTEP,Loyola Marymount,58.0,71.0
01/08/2026,UTEP,Middle Tennessee,83.0,80.0
11/19/2025,UTEP,-2146826246,84.0,83.0
12/22/2025,UTEP,North Dakota State,76.0,66.0
02/07/2026,UTEP,New Mexico State,91.0,88.0
12/21/2025,UTEP,Norfolk State,71.0,72.0
11/30/2025,UTSA,South Alabama,58.0,82.0
11/18/2025,UTSA,-2146826246,103.0,70.0
01/28/2026,UTSA,UAB,73.0,83.0
01/14/2026,UTSA,Rice,73.0,89.0
11/07/2025,UTSA,SIU-Edwardsville,60.0,77.0
01/24/2026,UTSA,Temple,64.0,70.0
01/10/2026,UTSA,Tulane,52.0,85.0
11/05/2025,UTSA,-2146826246,97.0,30.0
01/07/2026,UTSA,Charlotte,58.0,74.0
12/22/2025,UTSA,Seattle,68.0,71.0
02/07/2026,UTSA,North Texas,58.0,81.0
01/14/2026,Utah State,Nevada,71.0,62.0
11/29/2025,Utah State,Montana State,84.0,81.0
01/20/2026,Utah State,UNLV,76.0,86.0
01/03/2026,Utah State,San Jose State,96.0,78.0
12/20/2025,Utah State,Colorado State,100.0,58.0
11/15/2025,Utah State,UTEP,75.0,51.0
11/03/2025,Utah State,-2146826246,110.0,54.0
11/07/2025,Utah State,VCU,80.0,77.0
01/28/2026,Utah State,Wyoming,94.0,62.0
11/12/2025,Utah State,Weber State,83.0,73.0
12/13/2025,Utah State,Illinois State,83.0,78.0
01/31/2026,Utah State,San Diego State,71.0,66.0
12/13/2025,Utah Tech,-2146826246,89.0,48.0
02/05/2026,Utah Tech,Texas-Arlington,87.0,84.0
11/12/2025,Utah Tech,Manhattan,75.0,79.0
01/17/2026,Utah Tech,Tarleton State,75.0,71.0
01/15/2026,Utah Tech,Texas-Arlington,52.0,56.0
01/24/2026,Utah Tech,Southern Utah,102.0,91.0
11/21/2025,Utah Tech,-2146826246,96.0,48.0
12/29/2025,Utah Tech,Southern Utah,80.0,66.0
11/25/2025,Utah Tech,Portland State,63.0,68.0
11/05/2025,Utah Tech,-2146826246,110.0,65.0
11/29/2025,Utah Tech,UC Riverside,77.0,69.0
01/17/2026,Utah,TCU,82.0,79.0
01/10/2026,Utah,BYU,84.0,89.0
01/03/2026,Utah,Arizona,78.0,97.0
02/04/2026,Utah,Arizona State,63.0,71.0
11/03/2025,Utah,San Jose State,84.0,75.0
11/10/2025,Utah,Holy Cross,87.0,69.0
11/15/2025,Utah,Sam Houston State,85.0,79.0
11/18/2025,Utah,Fort Wayne,85.0,77.0
11/20/2025,Utah,Cal Poly,85.0,92.0
12/06/2025,Utah,California Baptist,91.0,85.0
12/13/2025,Utah,Mississippi St.,74.0,82.0
12/20/2025,Utah,Eastern Washington,101.0,77.0
11/08/2025,Utah,Weber State,92.0,89.0
01/31/2026,Utah,Oklahoma State,69.0,81.0
11/04/2025,Utah Valley,-2146826246,116.0,35.0
11/12/2025,Utah Valley,-2146826246,91.0,60.0
11/19/2025,Utah Valley,UC Irvine,79.0,72.0
11/26/2025,Utah Valley,Samford,89.0,45.0
02/07/2026,Utah Valley,Texas-Arlington,81.0,60.0
02/05/2026,Utah Valley,Abilene Christian,68.0,55.0
01/17/2026,Utah Valley,Texas-Arlington,86.0,74.0
01/08/2026,Utah Valley,Southern Utah,89.0,72.0
12/13/2025,Utah Valley,UC Santa Barbara,68.0,53.0
12/29/2025,Utah Valley,California Baptist,73.0,66.0
12/17/2025,Utah Valley,Weber State,90.0,74.0
12/20/2025,Utah Valley,-2146826246,109.0,48.0
12/10/2025,Utah Valley,Idaho State,73.0,69.0
01/10/2026,Utah Valley,Utah Tech,92.0,76.0
12/05/2025,VCU,Samford,83.0,57.0
12/10/2025,VCU,New Mexico,78.0,81.0
11/22/2025,VCU,Coppin State,101.0,58.0
12/18/2025,VCU,American,105.0,83.0
11/12/2025,VCU,Saint Peter's,78.0,61.0
11/28/2025,VCU,Virginia Tech,86.0,68.0
01/30/2026,VCU,Loyola (IL),89.0,75.0
11/26/2025,VCU,South Florida,78.0,66.0
11/03/2025,VCU,Wagner,103.0,74.0
02/06/2026,VCU,Dayton,99.0,73.0
12/15/2025,VCU,Niagara,84.0,58.0
01/27/2026,VCU,Richmond,77.0,69.0
01/19/2026,VCU,Saint Joseph's,79.0,72.0
12/31/2025,VCU,St. Bonaventure,89.0,82.0
12/22/2025,VCU,Rider,100.0,79.0
01/07/2026,VCU,Saint Louis,62.0,71.0
11/15/2025,VMI,Jacksonville,67.0,69.0
12/09/2025,VMI,Loyola (MD),86.0,70.0
11/03/2025,VMI,-2146826246,122.0,58.0
01/21/2026,VMI,UNC Greensboro,78.0,85.0
11/26/2025,VMI,Bowling Green,48.0,81.0
