GameDate,HomeTeam,AwayTeam,HomeScore,AwayScore
12/01/2025,Jacksonville State,North Alabama,66.0,73.0
11/10/2025,Jacksonville State,-2146826246,114.0,39.0
01/17/2026,Jacksonville State,Louisiana Tech,64.0,60.0
11/03/2025,Jacksonville State,-2146826246,117.0,63.0
02/07/2026,Jacksonville State,Kennesaw State,77.0,58.0
01/23/2026,Jacksonville State,Middle Tennessee,75.0,58.0
12/29/2025,Jacksonville State,Western Kentucky,78.0,67.0
01/07/2026,Jacksonville State,Florida International,71.0,64.0
11/05/2025,James Madison,-2146826246,70.0,56.0
11/25/2025,James Madison,Omaha,88.0,77.0
11/09/2025,James Madison,Coppin State,84.0,70.0
12/06/2025,James Madison,Norfolk State,68.0,67.0
01/07/2026,James Madison,Marshall,64.0,66.0
02/07/2026,James Madison,Toledo,73.0,71.0
01/22/2026,James Madison,South Alabama,83.0,90.0
01/10/2026,James Madison,Old Dominion,70.0,69.0
01/24/2026,James Madison,Texas State,82.0,57.0
11/18/2025,James Madison,Towson,81.0,75.0
02/04/2026,James Madison,Louisiana,61.0,64.0
12/03/2025,James Madison,North Carolina Central,67.0,62.0
02/04/2026,UMKC,South Dakota,75.0,82.0
01/28/2026,UMKC,Denver,61.0,69.0
11/11/2025,UMKC,Iona,91.0,105.0
01/10/2026,UMKC,North Dakota,79.0,81.0
01/24/2026,UMKC,Omaha,60.0,77.0
11/03/2025,UMKC,-2146826246,80.0,74.0
12/13/2025,UMKC,-2146826246,102.0,75.0
12/21/2025,UMKC,Austin Peay,0.0,0.0
12/03/2025,UMKC,Idaho State,59.0,68.0
12/10/2025,UMKC,Weber State,60.0,64.0
01/08/2026,UMKC,North Dakota State,73.0,97.0
12/28/2025,UMKC,-2146826246,91.0,78.0
12/02/2025,Kansas,UConn,56.0,61.0
01/13/2026,Kansas,Iowa State,84.0,63.0
11/24/2025,Kansas,Notre Dame,71.0,61.0
12/22/2025,Kansas,Davidson,90.0,61.0
12/07/2025,Kansas,Missouri,80.0,60.0
11/15/2025,Kansas,Princeton,76.0,57.0
11/11/2025,Kansas,Texas A&M-CC,77.0,46.0
01/06/2026,Kansas,TCU,104.0,100.0
12/16/2025,Kansas,Towson,73.0,49.0
02/07/2026,Kansas,Utah,71.0,59.0
11/03/2025,Kansas,Green Bay,94.0,51.0
11/25/2025,Kansas,Syracuse,71.0,60.0
01/16/2026,Kansas,Baylor,80.0,62.0
01/31/2026,Kansas,BYU,90.0,82.0
01/14/2026,Kansas State,UCF,73.0,82.0
11/04/2025,Kansas State,UNC Greensboro,93.0,64.0
11/08/2025,Kansas State,Bellarmine,98.0,71.0
11/17/2025,Kansas State,Tulsa,84.0,83.0
01/03/2026,Kansas State,BYU,73.0,83.0
12/20/2025,Kansas State,South Dakota,106.0,76.0
12/01/2025,Kansas State,Bowling Green,66.0,82.0
11/20/2025,Kansas State,Mississippi St.,98.0,77.0
12/08/2025,Kansas State,Mississippi Valley State,108.0,49.0
12/28/2025,Kansas State,Louisiana-Monroe,94.0,85.0
01/20/2026,Kansas State,Utah,81.0,78.0
01/24/2026,Kansas State,Kansas,62.0,86.0
02/01/2026,Kansas State,Iowa State,61.0,95.0
12/06/2025,Kansas State,Seton Hall,67.0,78.0
11/13/2025,Kansas State,California,99.0,96.0
11/24/2025,Kennesaw State,Rice,89.0,84.0
11/12/2025,Kennesaw State,-2146826246,111.0,60.0
12/02/2025,Kennesaw State,Jackson State,88.0,73.0
01/14/2026,Kennesaw State,Florida International,89.0,86.0
12/06/2025,Kennesaw State,Georgia State,92.0,69.0
12/08/2025,Kennesaw State,-2146826246,121.0,66.0
11/03/2025,Kennesaw State,-2146826246,105.0,29.0
01/10/2026,Kennesaw State,Jacksonville State,88.0,82.0
01/28/2026,Kennesaw State,Western Kentucky,72.0,69.0
01/31/2026,Kennesaw State,New Mexico State,76.0,53.0
01/07/2026,Kennesaw State,Missouri State,90.0,80.0
11/16/2025,Kennesaw State,South Florida,89.0,108.0
01/20/2026,Kent State,Miami (OH),101.0,107.0
11/22/2025,Kent State,Cleveland State,91.0,71.0
01/27/2026,Kent State,Ohio,72.0,57.0
12/06/2025,Kent State,-2146826246,111.0,68.0
11/29/2025,Kent State,Penn State,123.0,59.0
01/16/2026,Kent State,Toledo,87.0,84.0
11/18/2025,Kent State,Eastern Kentucky,93.0,78.0
12/03/2025,Kent State,Austin Peay,96.0,84.0
11/16/2025,Kent State,Wright State,76.0,72.0
11/03/2025,Kent State,Troy,97.0,103.0
11/07/2025,Kent State,Cornell,110.0,102.0
01/06/2026,Kent State,Bowling Green,96.0,93.0
11/10/2025,Kent State,UNC Wilmington,86.0,77.0
01/03/2026,Kent State,Northern Illinois,77.0,73.0
12/02/2025,Kentucky,North Carolina,64.0,67.0
11/04/2025,Kentucky,Nicholls State,77.0,51.0
01/21/2026,Kentucky,Texas,85.0,80.0
12/05/2025,Kentucky,Gonzaga,59.0,94.0
01/07/2026,Kentucky,Missouri,68.0,73.0
12/20/2025,Kentucky,St. John's,78.0,66.0
11/14/2025,Kentucky,Eastern Illinois,99.0,53.0
11/18/2025,Kentucky,Michigan State,66.0,83.0
12/09/2025,Kentucky,North Carolina Central,103.0,67.0
12/13/2025,Kentucky,Indiana,72.0,60.0
12/23/2025,Kentucky,Bellarmine,99.0,85.0
02/07/2026,Kentucky,Tennessee,74.0,71.0
01/24/2026,Kentucky,Ole Miss,72.0,63.0
11/07/2025,Kentucky,Valparaiso,107.0,59.0
11/21/2025,Kentucky,Loyola (MD),88.0,46.0
02/04/2026,Kentucky,Oklahoma,94.0,78.0
01/10/2026,Kentucky,Mississippi St.,92.0,68.0
11/26/2025,Kentucky,Tennessee Tech,104.0,54.0
11/10/2025,LSU,New Orleans,93.0,58.0
02/07/2026,LSU,Georgia,71.0,83.0
11/21/2025,LSU,Omaha,99.0,73.0
11/29/2025,LSU,DePaul,96.0,63.0
01/17/2026,LSU,Missouri,78.0,70.0
11/18/2025,LSU,Alcorn State,107.0,81.0
12/29/2025,LSU,Southern Miss,90.0,62.0
11/05/2025,LSU,Tarleton State,96.0,60.0
12/22/2025,LSU,Prairie View A&M,104.0,90.0
01/28/2026,LSU,Mississippi St.,66.0,80.0
11/13/2025,LSU,Florida International,98.0,81.0
12/19/2025,LSU,Southeastern Louisiana,78.0,65.0
01/06/2026,LSU,South Carolina,68.0,78.0
01/14/2026,LSU,Kentucky,74.0,75.0
12/13/2025,LSU,SMU,89.0,77.0
01/17/2026,La Salle,St. Bonaventure,78.0,74.0
11/05/2025,La Salle,Coppin State,87.0,59.0
11/08/2025,La Salle,Monmouth,73.0,60.0
11/30/2025,La Salle,Merrimack,60.0,66.0
01/21/2026,La Salle,Dayton,67.0,64.0
11/28/2025,La Salle,Hofstra,58.0,63.0
11/22/2025,La Salle,-2146826246,75.0,46.0
01/31/2026,La Salle,Saint Joseph's,58.0,67.0
12/31/2025,La Salle,George Mason,75.0,80.0
12/06/2025,La Salle,Drexel,69.0,64.0
01/10/2026,La Salle,Saint Louis,72.0,84.0
11/19/2025,La Salle,Villanova,55.0,70.0
11/15/2025,La Salle,Penn State,69.0,83.0
12/31/2025,Lafayette,Colgate,77.0,85.0
01/28/2026,Lafayette,Bucknell,81.0,79.0
11/28/2025,Lafayette,Le Moyne,63.0,76.0
11/05/2025,Lafayette,-2146826246,79.0,44.0
11/29/2025,Lafayette,Ball State,55.0,37.0
11/13/2025,Lafayette,Cornell,78.0,97.0
01/07/2026,Lafayette,Boston University,67.0,83.0
12/05/2025,Lafayette,Mercyhurst,79.0,71.0
01/17/2026,Lafayette,Holy Cross,74.0,55.0
02/04/2026,Lafayette,Navy,50.0,65.0
11/30/2025,Lafayette,Monmouth,74.0,88.0
01/10/2026,Lamar,Incarnate Word,63.0,51.0
01/27/2026,Lamar,East Texas A&M,82.0,61.0
01/31/2026,Lamar,McNeese,63.0,64.0
12/06/2025,Lamar,Texas A&M-CC,49.0,57.0
01/26/2026,Lamar,East Texas A&M,0.0,0.0
11/03/2025,Lamar,-2146826246,93.0,53.0
11/24/2025,Lamar,Oakland,68.0,83.0
01/12/2026,Lamar,Houston Christian,64.0,56.0
11/29/2025,Lamar,-2146826246,90.0,46.0
01/24/2026,Lamar,Stephen F. Austin,81.0,88.0
12/03/2025,Lamar,Louisiana,65.0,55.0
12/20/2025,Lamar,Omaha,82.0,85.0
12/16/2025,Lamar,UT Rio Grande Valley,72.0,83.0
02/02/2026,Lamar,Southeastern Louisiana,73.0,54.0
11/22/2025,Le Moyne,Fairfield,83.0,97.0
11/29/2025,Le Moyne,Monmouth,83.0,79.0
01/23/2026,Le Moyne,Wagner,69.0,67.0
01/08/2026,Le Moyne,New Haven,73.0,47.0
02/07/2026,Le Moyne,St. Francis (PA),86.0,84.0
11/17/2025,Le Moyne,Niagara,74.0,68.0
01/19/2026,Le Moyne,LIU,83.0,77.0
01/31/2026,Le Moyne,Stonehill,54.0,65.0
01/10/2026,Le Moyne,Central Connecticut,59.0,69.0
11/03/2025,Le Moyne,-2146826246,94.0,50.0
11/21/2025,Lehigh,Columbia,67.0,82.0
12/18/2025,Lehigh,Penn State,83.0,74.0
11/28/2025,Lehigh,UC Santa Barbara,70.0,72.0
12/31/2025,Lehigh,Army,78.0,85.0
12/06/2025,Lehigh,LIU,82.0,87.0
01/31/2026,Lehigh,Colgate,77.0,76.0
01/19/2026,Lehigh,Loyola (MD),88.0,81.0
01/17/2026,Lehigh,Navy,79.0,82.0
01/24/2026,Lehigh,Lafayette,64.0,59.0
01/07/2026,Lehigh,Holy Cross,66.0,58.0
11/06/2025,Lehigh,-2146826246,91.0,52.0
11/18/2025,Lehigh,St. Francis (PA),79.0,62.0
01/02/2026,Liberty,Kennesaw State,81.0,73.0
11/25/2025,Liberty,Towson,69.0,72.0
11/03/2025,Liberty,-2146826246,98.0,57.0
11/07/2025,Liberty,Charleston,90.0,75.0
01/15/2026,Liberty,New Mexico State,73.0,71.0
01/17/2026,Liberty,UTEP,80.0,69.0
11/17/2025,Liberty,-2146826246,98.0,46.0
12/06/2025,Liberty,Coppin State,92.0,50.0
02/07/2026,Liberty,Missouri State,79.0,76.0
11/09/2025,Liberty,Florida Atlantic,88.0,68.0
12/16/2025,Liberty,-2146826246,95.0,57.0
01/04/2026,Liberty,Jacksonville State,78.0,69.0
01/24/2026,Liberty,Delaware,67.0,51.0
01/22/2026,Lindenwood,Tennessee Tech,89.0,68.0
01/24/2026,Lindenwood,Tennessee State,86.0,96.0
01/01/2026,Lindenwood,Morehead State,77.0,64.0
11/06/2025,Lindenwood,-2146826246,116.0,51.0
11/24/2025,Lindenwood,UMKC,80.0,67.0
12/18/2025,Lindenwood,Western Illinois,92.0,76.0
12/09/2025,Lindenwood,-2146826246,110.0,44.0
02/03/2026,Lindenwood,SIU-Edwardsville,72.0,78.0
01/10/2026,Lindenwood,Little Rock,74.0,82.0
12/20/2025,Lindenwood,-2146826246,109.0,52.0
01/03/2026,Lindenwood,Southern Indiana,83.0,80.0
01/03/2026,Lipscomb,North Florida,82.0,74.0
01/15/2026,Lipscomb,Bellarmine,81.0,71.0
01/17/2026,Lipscomb,Austin Peay,82.0,78.0
01/01/2026,Lipscomb,Jacksonville,76.0,57.0
12/07/2025,Lipscomb,Alabama A&M,92.0,58.0
11/22/2025,Lipscomb,Western Carolina,83.0,62.0
02/07/2026,Lipscomb,Central Arkansas,78.0,86.0
11/15/2025,Lipscomb,-2146826246,98.0,53.0
01/23/2026,Lipscomb,Florida Gulf Coast,86.0,71.0
01/22/2026,Lipscomb,Stetson,79.0,74.0
12/03/2025,Lipscomb,Tennessee Tech,83.0,80.0
12/20/2025,Lipscomb,-2146826246,123.0,60.0
01/01/2026,Little Rock,Tennessee Tech,77.0,58.0
12/22/2025,Little Rock,-2146826246,98.0,84.0
11/04/2025,Little Rock,-2146826246,92.0,63.0
12/06/2025,Little Rock,Arkansas State,78.0,90.0
02/07/2026,Little Rock,SIU-Edwardsville,61.0,71.0
01/03/2026,Little Rock,Tennessee State,79.0,84.0
01/15/2026,Little Rock,Eastern Illinois,74.0,63.0
01/17/2026,Little Rock,Western Illinois,86.0,79.0
02/05/2026,Little Rock,Lindenwood,74.0,79.0
11/30/2025,Long Beach State,San Diego,76.0,72.0
12/18/2025,Long Beach State,Pepperdine,81.0,78.0
11/21/2025,Long Beach State,Montana State,72.0,78.0
12/30/2025,Long Beach State,-2146826246,113.0,66.0
11/19/2025,Long Beach State,-2146826246,87.0,54.0
01/10/2026,Long Beach State,Cal State Bakersfield,81.0,75.0
01/15/2026,Long Beach State,UC Riverside,88.0,73.0
01/24/2026,Long Beach State,UC Santa Barbara,71.0,74.0
12/06/2025,Long Beach State,UC San Diego,74.0,80.0
11/16/2025,Long Beach State,Illinois State,80.0,82.0
01/03/2026,Long Beach State,Cal Poly,74.0,66.0
01/31/2026,Long Beach State,Hawaii,82.0,89.0
02/05/2026,LIU,New Haven,60.0,55.0
02/07/2026,LIU,Stonehill,61.0,54.0
01/08/2026,LIU,Mercyhurst,60.0,58.0
01/02/2026,LIU,Central Connecticut,84.0,78.0
12/13/2025,LIU,La Salle,70.0,60.0
01/26/2026,LIU,Wagner,0.0,0.0
12/02/2025,LIU,Winthrop,92.0,94.0
11/15/2025,LIU,James Madison,88.0,79.0
01/10/2026,LIU,St. Francis (PA),67.0,63.0
01/29/2026,LIU,Le Moyne,83.0,61.0
11/29/2025,Longwood,Maine,65.0,61.0
12/03/2025,Longwood,-2146826246,101.0,55.0
12/28/2025,Longwood,-2146826246,92.0,49.0
12/31/2025,Longwood,Winthrop,82.0,70.0
01/31/2026,Longwood,High Point,59.0,71.0
11/18/2025,Longwood,Maryland-Eastern Shore,82.0,83.0
01/21/2026,Longwood,Gardner-Webb,91.0,56.0
11/15/2025,Longwood,Binghamton,90.0,82.0
12/13/2025,Longwood,Delaware State,76.0,81.0
01/23/2026,Longwood,Charleston Southern,81.0,79.0
01/10/2026,Longwood,Presbyterian,77.0,70.0
11/03/2025,Longwood,-2146826246,92.0,55.0
11/12/2025,Longwood,James Madison,82.0,72.0
01/08/2026,Louisiana,Louisiana-Monroe,85.0,79.0
01/10/2026,Louisiana,Troy,70.0,90.0
12/31/2025,Louisiana,South Alabama,58.0,63.0
12/28/2025,Louisiana,Norfolk State,63.0,54.0
11/07/2025,Louisiana,Southeastern Louisiana,58.0,52.0
11/28/2025,Louisiana,Jackson State,45.0,51.0
01/29/2026,Louisiana,Georgia State,82.0,72.0
01/31/2026,Louisiana,Georgia Southern,69.0,60.0
12/06/2025,Louisiana,UNC Wilmington,63.0,70.0
11/11/2025,Louisiana,Tulane,62.0,66.0
01/03/2026,Louisiana,Southern Miss,67.0,74.0
02/07/2026,Louisiana,Central Michigan,85.0,80.0
11/29/2025,Louisiana Tech,Alcorn State,83.0,58.0
11/09/2025,Louisiana Tech,-2146826246,93.0,35.0
01/14/2026,Louisiana Tech,Middle Tennessee,59.0,58.0
11/15/2025,Louisiana Tech,Jackson State,68.0,51.0
02/07/2026,Louisiana Tech,Sam Houston State,87.0,78.0
01/08/2026,Louisiana Tech,Liberty,56.0,72.0
01/23/2026,Louisiana Tech,Kennesaw State,82.0,76.0
02/04/2026,Louisiana Tech,New Mexico State,63.0,72.0
12/22/2025,Louisiana Tech,-2146826246,90.0,37.0
11/26/2025,Louisiana Tech,Indiana State,75.0,73.0
12/07/2025,Louisiana Tech,-2146826246,89.0,37.0
12/29/2025,Louisiana Tech,UTEP,75.0,63.0
01/10/2026,Louisiana Tech,Delaware,70.0,68.0
12/13/2025,Louisiana Tech,Louisiana,65.0,44.0
01/10/2026,Louisville,Boston College,75.0,62.0
02/04/2026,Louisville,Notre Dame,76.0,65.0
11/03/2025,Louisville,South Carolina State,104.0,45.0
11/11/2025,Louisville,Kentucky,96.0,88.0
11/06/2025,Louisville,Jackson State,106.0,70.0
11/15/2025,Louisville,Ohio,106.0,81.0
11/24/2025,Louisville,Eastern Michigan,87.0,46.0
11/26/2025,Louisville,NJIT,104.0,47.0
01/13/2026,Louisville,Virginia,70.0,79.0
12/20/2025,Louisville,Montana,94.0,54.0
01/06/2026,Louisville,Duke,73.0,84.0
12/13/2025,Louisville,Memphis,99.0,73.0
01/31/2026,Louisville,SMU,88.0,74.0
01/24/2026,Louisville,Virginia Tech,85.0,71.0
12/06/2025,Louisville,Indiana,87.0,78.0
12/02/2025,Loyola (IL),Central Michigan,83.0,72.0
01/07/2026,Loyola (IL),Davidson,64.0,79.0
01/27/2026,Loyola (IL),Saint Joseph's,64.0,85.0
11/09/2025,Loyola (IL),North Texas,62.0,64.0
01/03/2026,Loyola (IL),Dayton,68.0,70.0
12/14/2025,Loyola (IL),Chicago State,75.0,84.0
01/13/2026,Loyola (IL),George Mason,74.0,82.0
02/03/2026,Loyola (IL),La Salle,71.0,61.0
11/03/2025,Loyola (IL),Cleveland State,91.0,88.0
11/06/2025,Loyola (IL),Mercyhurst,65.0,73.0
11/26/2025,Loyola (IL),San Jose State,51.0,63.0
11/16/2025,Loyola (IL),Colorado State,67.0,80.0
11/21/2025,Loyola (IL),Northern Illinois,59.0,76.0
11/25/2025,Loyola (IL),Northern Iowa,51.0,72.0
12/06/2025,Loyola (IL),Princeton,73.0,68.0
01/24/2026,Loyola (IL),Duquesne,59.0,71.0
11/03/2025,Loyola (MD),Towson,56.0,67.0
01/17/2026,Loyola (MD),Boston University,74.0,57.0
11/06/2025,Loyola (MD),-2146826246,96.0,60.0
11/11/2025,Loyola (MD),NJIT,64.0,66.0
11/25/2025,Loyola (MD),-2146826246,101.0,51.0
12/13/2025,Loyola (MD),Mount St. Mary's,73.0,81.0
02/04/2026,Loyola (MD),Lehigh,89.0,84.0
01/28/2026,Loyola (MD),American,77.0,68.0
01/24/2026,Loyola (MD),Bucknell,67.0,62.0
11/30/2025,Loyola (MD),Coppin State,95.0,84.0
01/14/2026,Loyola (MD),Colgate,80.0,86.0
01/03/2026,Loyola (MD),Lafayette,64.0,79.0
11/05/2025,Loyola Marymount,Eastern Washington,70.0,62.0
12/02/2025,Loyola Marymount,Saint Louis,70.0,91.0
11/03/2025,Loyola Marymount,-2146826246,137.0,54.0
12/19/2025,Loyola Marymount,North Alabama,91.0,57.0
01/17/2026,Loyola Marymount,Portland,58.0,71.0
01/08/2026,Loyola Marymount,San Francisco,84.0,82.0
12/28/2025,Loyola Marymount,Saint Mary's,73.0,78.0
12/30/2025,Loyola Marymount,Pacific,80.0,71.0
01/28/2026,Loyola Marymount,Oregon State,69.0,72.0
01/31/2026,Loyola Marymount,Santa Clara,73.0,104.0
12/23/2025,Loyola Marymount,Morgan State,83.0,56.0
12/16/2025,Loyola Marymount,UC San Diego,57.0,67.0
11/24/2025,Loyola Marymount,Florida Atlantic,65.0,76.0
02/07/2026,Loyola Marymount,San Diego,83.0,63.0
11/28/2025,Loyola Marymount,Stony Brook,68.0,71.0
11/08/2025,Loyola Marymount,Arkansas-Pine Bluff,94.0,72.0
11/14/2025,Loyola Marymount,Troy,74.0,63.0
01/22/2026,Maine,Albany,52.0,49.0
12/30/2025,Maine,-2146826246,104.0,66.0
02/05/2026,Maine,Vermont,76.0,70.0
01/24/2026,Maine,Binghamton,79.0,63.0
11/30/2025,Maine,Siena,60.0,64.0
11/16/2025,Maine,Quinnipiac,64.0,70.0
01/19/2026,Maine,New Hampshire,48.0,65.0
12/13/2025,Maine,Canisius,43.0,70.0
01/03/2026,Maine,Bryant,51.0,56.0
11/23/2025,Maine,Brown,53.0,58.0
01/17/2026,Manhattan,Siena,59.0,74.0
01/11/2026,Manhattan,Niagara,79.0,70.0
01/30/2026,Manhattan,Rider,95.0,90.0
02/05/2026,Manhattan,Saint Peter's,75.0,80.0
02/07/2026,Manhattan,Sacred Heart,80.0,68.0
01/02/2026,Manhattan,Quinnipiac,80.0,79.0
11/26/2025,Manhattan,Wagner,101.0,103.0
12/18/2025,Manhattan,Furman,68.0,75.0
11/15/2025,Manhattan,Mississippi Valley State,80.0,73.0
12/21/2025,Manhattan,Presbyterian,87.0,81.0
12/05/2025,Manhattan,Fairfield,70.0,66.0
01/09/2026,Manhattan,Canisius,64.0,70.0
11/04/2025,Manhattan,-2146826246,125.0,59.0
11/12/2025,Marist,-2146826246,93.0,61.0
12/07/2025,Marist,Manhattan,80.0,68.0
02/05/2026,Marist,Rider,81.0,52.0
11/21/2025,Marist,Army,76.0,65.0
11/25/2025,Marist,Lehigh,78.0,55.0
12/05/2025,Marist,Mount St. Mary's,64.0,56.0
12/21/2025,Marist,Stony Brook,70.0,51.0
01/04/2026,Marist,Iona,83.0,38.0
01/17/2026,Marist,Fairfield,82.0,67.0
01/19/2026,Marist,Merrimack,55.0,68.0
11/16/2025,Marist,Harvard,54.0,56.0
01/24/2026,Marist,Quinnipiac,71.0,64.0
11/19/2025,Marquette,Dayton,71.0,77.0
11/15/2025,Marquette,Maryland,82.0,89.0
01/27/2026,Marquette,Creighton,86.0,62.0
01/07/2026,Marquette,Xavier,66.0,65.0
02/07/2026,Marquette,Butler,70.0,55.0
12/30/2025,Marquette,Seton Hall,73.0,79.0
12/17/2025,Marquette,Georgetown,69.0,78.0
11/03/2025,Marquette,Albany,80.0,53.0
11/05/2025,Marquette,Southern,100.0,82.0
11/09/2025,Marquette,Indiana,77.0,100.0
01/19/2026,Marquette,Providence,105.0,104.0
01/10/2026,Marquette,Villanova,73.0,76.0
11/22/2025,Marquette,Central Michigan,85.0,71.0
11/28/2025,Marquette,Oklahoma,74.0,75.0
12/02/2025,Marquette,Valparaiso,75.0,72.0
11/12/2025,Marquette,Little Rock,89.0,49.0
01/17/2026,Marshall,James Madison,77.0,72.0
11/26/2025,Marshall,Lipscomb,67.0,90.0
12/10/2025,Marshall,Western Kentucky,77.0,61.0
11/20/2025,Marshall,Arkansas-Pine Bluff,98.0,70.0
11/23/2025,Marshall,Mercyhurst,69.0,60.0
12/31/2025,Marshall,Georgia State,84.0,80.0
01/14/2026,Marshall,Coastal Carolina,83.0,85.0
01/22/2026,Marshall,Louisiana-Monroe,115.0,60.0
02/07/2026,Marshall,Miami (OH),74.0,90.0
01/03/2026,Marshall,Appalachian State,88.0,81.0
02/04/2026,Marshall,Southern Miss,81.0,77.0
12/23/2025,Marshall,-2146826246,102.0,52.0
11/12/2025,Marshall,Elon,96.0,89.0
12/13/2025,Marshall,Wright State,76.0,74.0
01/17/2026,Maryland-Eastern Shore,Coppin State,70.0,67.0
11/29/2025,Maryland-Eastern Shore,-2146826246,84.0,60.0
11/08/2025,Maryland-Eastern Shore,-2146826246,104.0,59.0
11/25/2025,Maryland-Eastern Shore,Hampton,68.0,74.0
01/10/2026,Maryland-Eastern Shore,Howard,69.0,57.0
01/03/2026,Maryland-Eastern Shore,Morgan State,66.0,49.0
11/03/2025,Maryland,Coppin State,83.0,61.0
11/07/2025,Maryland,Georgetown,60.0,70.0
11/19/2025,Maryland,Mount St. Mary's,95.0,90.0
01/07/2026,Maryland,Indiana,66.0,84.0
02/05/2026,Maryland,Ohio State,62.0,82.0
02/01/2026,Maryland,Purdue,63.0,93.0
01/18/2026,Maryland,Penn State,96.0,73.0
12/28/2025,Maryland,Old Dominion,73.0,58.0
12/13/2025,Maryland,Michigan,83.0,101.0
12/02/2025,Maryland,Wagner,89.0,63.0
01/02/2026,Maryland,Oregon,54.0,64.0
11/11/2025,Maryland,Alcorn State,84.0,64.0
11/24/2025,Maryland,UNLV,74.0,67.0
12/06/2025,Massachusetts,UMass Lowell,80.0,60.0
01/20/2026,Massachusetts,Toledo,84.0,82.0
12/22/2025,Massachusetts,-2146826246,91.0,40.0
12/20/2025,Massachusetts,Kent State,59.0,69.0
11/22/2025,Massachusetts,Green Bay,75.0,79.0
02/03/2026,Massachusetts,Central Michigan,95.0,89.0
01/10/2026,Massachusetts,Ball State,79.0,71.0
11/13/2025,Massachusetts,Le Moyne,94.0,80.0
11/08/2025,Massachusetts,Albany,83.0,62.0
01/03/2026,Massachusetts,Bowling Green,100.0,101.0
11/16/2025,Massachusetts,Central Connecticut,84.0,77.0
01/31/2026,Massachusetts,Eastern Michigan,70.0,67.0
12/03/2025,Massachusetts,Harvard,78.0,71.0
11/03/2025,Massachusetts,Marshall,72.0,78.0
02/07/2026,McNeese,Incarnate Word,81.0,64.0
01/24/2026,McNeese,New Orleans,82.0,63.0
01/12/2026,McNeese,Nicholls State,94.0,68.0
01/10/2026,McNeese,Southeastern Louisiana,73.0,61.0
01/05/2026,McNeese,Stephen F. Austin,66.0,64.0
01/02/2026,McNeese,Lamar,82.0,70.0
11/10/2025,McNeese,-2146826246,132.0,50.0
11/25/2025,McNeese,Middle Tennessee,72.0,62.0
11/24/2025,McNeese,Murray State,73.0,60.0
11/14/2025,McNeese,Louisiana,88.0,62.0
12/12/2025,McNeese,East Texas A&M,102.0,66.0
11/03/2025,McNeese,-2146826246,127.0,65.0
12/05/2025,McNeese,Northwestern State,92.0,54.0
01/29/2026,Memphis,Florida Atlantic,92.0,65.0
12/17/2025,Memphis,Vanderbilt,70.0,77.0
12/31/2025,Memphis,North Texas,57.0,48.0
01/14/2026,Memphis,Temple,55.0,53.0
01/18/2026,Memphis,UTSA,95.0,69.0
11/26/2025,Memphis,Southern Illinois,74.0,58.0
11/16/2025,Memphis,UNLV,78.0,92.0
12/22/2025,Memphis,Alabama State,88.0,67.0
02/08/2026,Memphis,Charlotte,0.0,0.0
12/03/2025,Memphis,New Orleans,86.0,70.0
11/08/2025,Memphis,San Francisco,76.0,70.0
11/21/2025,Memphis,Wake Forest,68.0,69.0
12/06/2025,Memphis,Baylor,78.0,71.0
02/01/2026,Memphis,Tulane,76.0,78.0
01/29/2026,Mercer,UNC Greensboro,95.0,77.0
11/26/2025,Mercer,Appalachian State,75.0,67.0
11/09/2025,Mercer,Lipscomb,92.0,77.0
12/02/2025,Mercer,Georgia State,78.0,67.0
11/05/2025,Mercer,-2146826246,101.0,62.0
01/31/2026,Mercer,VMI,95.0,81.0
01/21/2026,Mercer,Western Carolina,88.0,76.0
12/07/2025,Mercer,-2146826246,100.0,50.0
01/07/2026,Mercer,The Citadel,101.0,63.0
12/28/2025,Mercer,-2146826246,122.0,49.0
01/10/2026,Mercer,Wofford,109.0,97.0
01/25/2026,Mercyhurst,Chicago State,61.0,59.0
02/05/2026,Mercyhurst,St. Francis (PA),98.0,89.0
12/20/2025,Mercyhurst,Binghamton,82.0,61.0
01/29/2026,Mercyhurst,New Haven,70.0,51.0
01/17/2026,Mercyhurst,Stonehill,57.0,62.0
01/02/2026,Mercyhurst,Fairleigh Dickinson,67.0,74.0
01/19/2026,Mercyhurst,Central Connecticut,79.0,61.0
12/07/2025,Mercyhurst,-2146826246,80.0,51.0
11/08/2025,Mercyhurst,Penn State,94.0,43.0
11/15/2025,Mercyhurst,Morgan State,86.0,72.0
01/04/2026,Mercyhurst,Le Moyne,74.0,60.0
01/24/2026,Merrimack,Saint Peter's,67.0,59.0
11/03/2025,Merrimack,South Dakota State,66.0,75.0
12/04/2025,Merrimack,Rider,68.0,66.0
12/07/2025,Merrimack,Fairfield,74.0,63.0
01/02/2026,Merrimack,Mount St. Mary's,75.0,65.0
01/04/2026,Merrimack,Manhattan,73.0,66.0
01/17/2026,Merrimack,Quinnipiac,83.0,71.0
02/01/2026,Merrimack,Sacred Heart,75.0,58.0
11/19/2025,Merrimack,Maine,72.0,65.0
11/23/2025,Miami (OH),Arkansas-Pine Bluff,111.0,84.0
01/17/2026,Miami (OH),Buffalo,105.0,102.0
01/13/2026,Miami (OH),Central Michigan,100.0,61.0
01/27/2026,Miami (OH),Massachusetts,86.0,84.0
11/07/2025,Miami (OH),-2146826246,129.0,49.0
01/06/2026,Miami (OH),Western Michigan,87.0,76.0
12/06/2025,Miami (OH),Maine,93.0,61.0
